"","trip","Year","month","gear","light","fleet","bait","hook","hooks","sets","SWO","BUM","lat5","lon5","lat","lon","hbf","habSWO","habBUM","season","area"
"1397","93.1990.4.1.15.-55",1990,4,93,3,1,3,4,0.276,1,4,0,15,-55,19.5,-58.5,4,2.8116e-08,1.1457e-07,2,"N"
"1398","93.1990.7.1.25.-85",1990,7,93,3,1,3,4,10.056,14,121,8,25,-85,28.5,-87.5,4,2.9317e-08,7.07355e-08,3,"N"
"1399","93.1991.1.1.25.-85",1991,1,93,3,1,3,4,4.6,6,66,2,25,-85,28.5,-87.5,4,2.8548e-08,3.3124e-08,1,"N"
"1400","93.1992.6.1.40.-65",1992,6,93,3,1,3,4,0.7,1,9,0,40,-65,40.5,-67.5,4,3.8392e-08,7.1719e-10,2,"N"
"1401","93.1993.7.1.25.-85",1993,7,93,3,1,3,4,2.7,3,35,7,25,-85,28.5,-87.5,4,2.9802e-08,7.5325e-08,3,"N"
"1402","93.1994.7.1.25.-75",1994,7,93,3,1,3,4,2.4,3,27,5,25,-75,29.5,-79.5,4,3.1711e-08,1.6564e-07,3,"N"
"1403","93.1995.9.1.25.-80",1995,9,93,3,1,3,4,2.156,3,0,0,25,-80,28.5,-83.5,4,0,0,3,"N"
"1404","93.1997.6.1.25.-75",1997,6,93,3,1,3,4,4.976,6,57,4,25,-75,27.5,-79,4,3.0101e-08,1.17325e-07,2,"N"
"1405","93.1997.7.1.25.-75",1997,7,93,3,1,3,4,0.352,1,5,0,25,-75,27.5,-75.5,4,2.6731e-08,1.0743e-07,3,"N"
"1406","93.1998.5.1.25.-80",1998,5,93,3,1,3,4,3.6,4,0,0,25,-80,27.5,-84.5,4,0,2.5115e-08,2,"N"
"1407","93.1999.12.1.35.-70",1999,12,93,3,1,3,4,0.4,1,4,0,35,-70,38.5,-70.5,4,3.206e-08,3.4417e-09,4,"N"
"1408","93.1999.4.1.25.-80",1999,4,93,3,1,3,4,11.976,14,0,0,25,-80,28.5,-84.5,4,0,0,2,"N"
"1409","93.1999.7.1.25.-80",1999,7,93,3,1,3,4,1.872,2,0,0,25,-80,28.5,-84.5,4,0,0,3,"N"
"1410","93.2000.11.1.25.-80",2000,11,93,3,1,3,4,2.968,4,0,0,25,-80,28.5,-84,4,0,0,4,"N"
"1411","93.2000.8.1.25.-75",2000,8,93,3,1,3,4,0.952,1,12,1,25,-75,26.5,-79.5,4,3.5821e-08,1.762e-07,3,"N"
"1412","93.2001.6.1.25.-85",2001,6,93,3,1,3,4,4.492,6,51,0,25,-85,28,-88.5,4,3.07715e-08,5.6316e-08,2,"N"
"1413","94.1990.1.1.25.-85",1990,1,94,3,1,3,4,4.145,6,93,4,25,-85,27.5,-88.5,5,3.086e-08,3.4838e-08,1,"N"
"1414","94.1991.11.1.25.-90",1991,11,94,3,1,3,4,1.9,2,56,0,25,-90,27.5,-91,5,3.24135e-08,5.38275e-08,4,"N"
"1415","94.1991.12.1.25.-85",1991,12,94,3,1,3,4,5.485,6,110,5,25,-85,27.5,-88.5,5,3.23065e-08,4.7753e-08,4,"N"
"1416","94.1991.6.1.25.-90",1991,6,94,3,1,3,4,0.96,1,0,0,25,-90,28.5,-90.5,5,0,0,2,"N"
"1417","94.1998.1.1.25.-75",1998,1,94,3,1,3,4,1.4,2,25,1,25,-75,28.5,-79.5,5,3.2623e-08,1.0156e-07,1,"N"
"1418","94.1998.6.1.25.-80",1998,6,94,3,1,3,4,5.21,7,0,0,25,-80,28.5,-83.5,5,0,0,2,"N"
"1419","94.1999.11.1.35.-65",1999,11,94,3,1,3,4,0.6,1,15,0,35,-65,37.5,-69.5,5,3.1004e-08,2.681e-08,4,"N"
"1420","94.1999.7.1.25.-85",1999,7,94,3,1,3,4,4.98,5,52,6,25,-85,28.5,-85.5,5,3.1202e-08,9.3785e-08,3,"N"
"1421","94.2000.8.1.25.-85",2000,8,94,3,1,3,4,4,5,55,5,25,-85,28.5,-88.5,5,3.138e-08,1.3308e-07,3,"N"
"1422","95.1994.4.1.25.-85",1994,4,95,3,1,3,4,0.582,1,4,0,25,-85,27.5,-88.5,6,3.1703e-08,3.2374e-08,2,"N"
"1423","96.2005.12.1.25.-85",2005,12,96,3,1,4,1,4.852,6,3,0,25,-85,26.5,-85.5,4,2.55e-08,1.7977e-08,4,"N"
"1424","96.2005.3.1.25.-85",2005,3,96,3,1,4,1,1.32,2,1,0,25,-85,28,-86.5,4,2.70525e-08,1.0849e-08,1,"N"
"1425","96.2005.5.1.25.-75",2005,5,96,3,1,4,1,0.8,2,0,0,25,-75,25.5,-78.5,4,0,0,2,"N"
"1426","96.2006.9.1.25.-70",2006,9,96,3,1,4,1,0.8,2,0,0,25,-70,29.5,-73.5,4,2.3385e-08,5.3617e-08,3,"N"
"1427","96.2013.10.1.25.-80",2013,10,96,3,1,4,1,3.3,5,0,0,25,-80,27.5,-84.5,4,0,1.4832e-08,4,"N"
"1428","97.2009.9.1.40.-65",2009,9,97,3,1,4,1,0.75,1,6,0,40,-65,40.5,-65.5,5,4.8923e-08,6.7021e-09,3,"N"
"1429","98.2006.11.1.35.-65",2006,11,98,3,1,4,1,0.702,1,6,0,35,-65,38.5,-68.5,6,2.9281e-08,1.5685e-08,4,"N"
"1430","98.2006.7.1.40.-60",2006,7,98,3,1,4,1,1.848,2,9,0,40,-60,40.5,-63.5,6,3.4159e-08,2.6449e-09,3,"N"
"1431","99.1990.1.1.20.-55",1990,1,99,3,1,4,4,1.2,3,32,2,20,-55,22.5,-55.5,2,2.7456e-08,7.573e-08,1,"N"
"1432","99.1990.6.1.30.-75",1990,6,99,3,1,4,4,0.25,1,7,0,30,-75,32.5,-75.5,2,2.8308e-08,4.2657e-08,2,"N"
"1433","99.1991.3.1.25.-70",1991,3,99,3,1,4,4,4.364,12,71,1,25,-70,28.5,-74.5,2,2.6589e-08,4.5497e-08,1,"N"
"1434","99.1991.7.1.25.-75",1991,7,99,3,1,4,4,0.5,2,11,0,25,-75,27.5,-75.5,2,2.7405e-08,8.6099e-08,3,"N"
"1435","99.1992.3.1.25.-70",1992,3,99,3,1,4,4,0.78,5,18,0,25,-70,29.5,-72.5,2,2.5638e-08,3.7957e-08,1,"N"
"1436","99.1995.10.1.25.-70",1995,10,99,3,1,4,4,0.6,2,10,2,25,-70,27,-73.5,2,2.76285e-08,6.808e-08,4,"N"
"1437","99.1996.4.1.25.-70",1996,4,99,3,1,4,4,0.6,2,13,0,25,-70,26.5,-74.5,2,2.7149e-08,3.90925e-08,2,"N"
